label,tweet,sentiment
sadness,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya di bully karena terlalu sering berduaan di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yang brbeda,neg
fear,singkat cerita sikap die yang dulunya cool cuek cintad dark pendiem habis dan pemarah tb tb berubah jadi caper humble berwarna karismatik play boy begitu malah kalo menrut gua pribadi sikopatnya makin kelihatan jelas,neg
sadness,perasaanqu ketika menontoni orang yang sedang shooting videoklip di tiktok adalah antara jijik dan gatahan pengin ikutan goyang dua jari yawlaaaaaa kuatkan hati hama,neg
happy,benar benar ketawa enggak habis habis gue ingat saja lomba balap karung balap kelereng balap makan kerupuk balap tusuk balon harus di puter puter [url],pos
happy,kemarin sore dapat customer yang order grabcar [username] dia meminta untuk mengantarkan nasi ko [not] untuk orang tuanya dirumah dan alhamdulillah saya diberi nasi ko [not] juga untuk berbuka puasa semoga rejekinya dilancarkan ya mas cc [username] [url],pos
happy,emak dan anak ya beliau adalah wanita hebat pembimbing kita semua di departemen gawat darurat terima kasih emak ibunya psc dinkes kab tegal yang sesungguhnya proud meski sedang mempunyai anak usia sekolah dan satunya toodler beliau tetap stay jam untuk konsulan [url],pos
happy,main disemak semak gapakek sendal sampai masuk hutan ada ular ada setan gapeduli yang penting menang btw masih ingat enggak nama mereka [url],pos
sadness,mbir sudah dibilangin kan enggak ada orang lain yang akan memperjuangkan hidupmu selain dirimu sendiri jadi enggak usah berharap ya biar enggak kecewa [neg],neg
sadness,kenapa sekarang bisa beda banget sama pas sama ya di tanah rantau benar benar sadar kalo enggak semua orang itu bahagia enggak semua orang itu tulus,neg
happy,pertama kali ngetwit muncul setelah yang marak merajalela pada saat itu masa dimana kenakalan remaja berangsur angsur melebur demi meraih cita begitu indahnya saat itu [url],pos
sadness,[username] [username] iya kii tau saja lu emak gua mengidam di mengawini sama pmarahan charles tapi sudah keduluan di mengawini sama bapak gua [neg],neg
happy,hehe yamungkin memang enggak kerasa karena sudah kayak thanos benaran punya batu cincin terima kasih loh sudah diucapin sahur,pos
happy,kalo telepon pakai hp paling lama detik karena se [not] detik masih gratis setelah detik baru kena pulsa tut tut halo dimana matiin telepon tut tut angkat telepon drmh matiin telepon terus saja begitu sampai eneg,pos
sadness,iya sudah pengin ikut tapi dari kemarin malemnya kayak kurg enak badan pilek batuk eh ktrusan samp sore jadi enggak enak mau prgi2 pengin halal bi halal ath entar yuukkk,neg
sadness,[username] gua kelas 1sd bawa hp karena buat hubungin mama tau tau dicolong teman gua diam saja bego memang bibi kantin ngabarin nyokap gua dan langsung datang lah mama terus bapanya meminta maaf eh beberapa hari kemudian anaknya pindah sekolah ya,neg
sadness,harus diakui perasaan paling menyesakkan adalah saat menerima undangan pernikahan dari mantan mantan saingan mantan gebetan mantan pacar manatan teman dan mantan mantan lainnya,neg
happy,[username] [username] [username] gue ke lampung ki wheeewww nadia sudah mau sidang ajee selamaad ya apa kabar kakak satria udahan [not] ,pos
happy,seluruh kelas menertawakan yandi ada yang nyeletuk bilang pertanyaan anak sd lu mah hahahaha semua orang menganggap pertanyaan yandi hanya guyonan,pos
sadness,habis jengukin teman yang sakit parah terus terenyuh sama kata-katanya saya enggak [not] ut sama penyakit saya saya cuma [not] ut ramadhan saya enggak dapat berkah ya allah mohon doa buat kesembuhan teman kantor saya tb adriana pramudya bin tb dasep [url],neg
happy,diucapin happy birthday sama bapak heran2 gua kan sudah lewat bulan lalu ternyata berdasarkan kalender hijriyah tepat hari ini ramadhan h gua lahir ok i accept that,pos
sadness,ku juga sudi koh aku disable instagram karena terlalu menyampah di explore segala anak balita diajari buat tiktok juga [url],neg
sadness,[username] hahah asal ada wifi juga dia lah enak yang sudah punya pekerjaan mah bisa ngisi waktu sama kerja apa kabar dengan aku yang nganggur pas liburan [neg],neg
happy,pasang rautan pensil yang ada cerminnya di sepatu buat ngintipin celana dalam teman sekolah cewek,pos
happy,pulsa bapak kok cepat habis ya enggak tau pak sambil senyum dalam hati karena berhasil download banyak game di waptrick,pos
sadness,jadi waktu sama tuh aku pengin banget yang namanya perawatan ke klinik kecantikan macam erha natasha begitu begitu deh tapi sama mama benar-benar dilarang banget dan suka dimarahi begitu kalo aku ngrengek meminta perawatan,neg
happy,tapiii efeknya baru kerasa sekarang mukaku jadi tipe muka yang less problem begitu hehe yang kalo jerawatan cuma pas pms doang kalopun lagi breakout ilangnya cepat padahal cuma dibiarkan doang dan enggak minyakan,pos
happy,hmmm ya mungkin senang kalo dikasih kado tapi kalo buatku dia ingat saja tanggal lahirku atau anniv wes bahagia rasane,pos
love,luar biasa perjuangan dia buat mewujudkan angan2ku menjadi kenyataan terimakasih sayang karen masih ikut menangis disaat aku menangis i love lu [not] much,pos
happy,tuhkan apple tuh kalo kasih update enggak tanggung tanggung hp yang paling jadul pun masih diberi update enggak kayak android yang setelah setahun dua tahun sudah ditinggalin [pos] [url],pos
sadness,lucu sih kenapa ada pasangan yang masih tukeran pas ig dimana komitmen kalian yang ada embel2 kepercayaan apa pasangan kalian tukang selingkuh haha ciyaaaaan,neg
sadness,setelah menangis mewek enggak karuan gegara galau pulang apa enggak akhirnya gue memutuskan untuk enggak pulang lagi kasihan emak dan ayah gue mudik mahal cooy,neg
happy,kenapa sih rhia kok temenya cowok semua biar apa biar enggak di tikung biar enggak di omongkan di belakang biar ada yang menjaga biar enggak di nyinyir biar ada yang antar jemput kalau lagi mau main hahaha,pos
sadness,pola tidur gue berantakan yawlaaaa sejak hari minggu yang lalu sampai tadii baru bisa benar-benar merem kalau habis sahur deh itu saja set8 musti bangun buat kerja,neg
happy,dari zaman sd juga temenku cowok nih salah satunya yang dulu suka main sampai desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampai jualan lotre ya dulu wkk pengin ngaqaq kalau ingat ini [username],pos
happy,congrats for me walopun enggak aktif banget tapi aku dedikasikan twitter ini karena bangtan banyak yang berubah dari waktu kau waktu wow [url],pos
sadness,gue maklumin saja omongan mommy gue dia memang enggak bakal setujuin gue [url] sampai suka demen cowok umurnya beda jauh ya makanya cari duda mapan berumur saja,neg
happy,mungkin saya pun kalo dicandid seperti cewek ini ketika menonton sudah [username] heboh dan ikutan karaoke massal memakai botol air mineral bak penyanyi profesional keren dan totalitas mbak [url],pos
sadness,[username] kasihan fh bangun pagi [not] ada pekerjaan mau ke kantor pks [not] di terimah [not] ada info2 dari kawan2 di pks mau ke kawan lain bedah partai mau ke pemerintah sudah [not] di akui dari partai mana kasih juga ya balik kampung saja,neg
sadness,cilacap cinta lama gagal terucap purbalingga pura-pura bahagia melihatmu berpaling dan ber keluarga semarang sedikit merindukan orang yang tersayang saat ini di cilandak cinta lama datang mendadak dan makan sari roti saking rindunya merobek hati,neg
love,nona [not] perlu [not] ut toh ini hanya gerimis kan sudah ku siapkan rumah untuk berteduh barangkali nanti berubah menjadi hujan angin,pos
sadness,life style perubahan gaya hidup pola makan utamanya yang santai dijalani membunuh [not] disadari konyolnya mayoritas enggak peduli nanti kalau sakit desperate menyalahkan genetik atau faktor kali [url],neg
sadness,percaya kata lelaki itu terutama ketika aku ingin mati karena disiksa zaman tapi karena kematian [not] kunjung tiba aku melupakannya tuhan menjauh dan aku pun menjauhinya aku [not] tahu apa iya masih penting sejak kulupa,neg
happy,twitter saya dari kemarin cuma bisa retweet enggak bisa nge tweet kalo mau nge tweet not responding mulu excessive use perhaps lol tapi sekarang bisa yeay,pos
sadness,ya enggak semua sih banyak juga yang serius tapi ya begitu mungkin anda [not] ketemu mungkin ketemu tapi karena terlalu lalma kena modus jadi too sensitive dan melewatinya begitu,neg
happy,selamat peletakan batu pertama pmbangunan universitas islam internasional indonesia uiii semoga islam indonesia yang damai dan toleran benar-benar menjadi rujukan islam dunia kelak cc pak menag [username] [url],pos
sadness,turut sepenanggungan atas meninggalnya dari ramona sari sejawat aktivis dan salah satu pejuang paling tangguh dari [username] untuk hak kesehatan seksual reproduksi perempuan indonesia semoga yang maha berkenan memeluk pulang tuhan yang memberi tuhan pula yang mengambil,neg
sadness,jika masa lalumu masih tertanam diingatanmu dan kamu terus menurus mengingatnya lalu untuk apa aku disampingmu apa aku hanya untuk tempat bersandarmu sementara,neg
happy,baguslah akhirnya kamu yang ateis muridnya mumun ini mengaku dan menyembah teori darwin yang konyol dan tahayul itu selamat ya,pos
sadness,itu pesan masuknya sudah sexual harrasement sih dan itu sesuatu yang enggak bisa dibilang biasa saja di budaya yang paham patriarki nya tinggi memang hal itu kelihatan enggak penting tapi coba yang diperlakukan begitu saudari kalian teman atau pacar tetap semangat gita via,neg
sadness,semoga apa [username] sadar bupati purbalingga dari pdip kena ott kpk warganet allah sedang menunjukan pak mahfud partai mana yang lahirkan koruptor besar [url],neg
fear,mengapa hidup ini ada yang mengatakan kejam mungkin dia menganggap hidup ini sebagai pertarungan juga arena persaingan kalau dia berpikir layaknya petani maka hidup ya seperti bercocok tanam ia akan merasa diantara harapan ketakutan,neg
happy,cepat banget hanya hari setelah pesan langsung sampai terima kasih ya mas [username] buat koleksi perpustakaan fakultas psikologi universitas pancasila buat saya juga,pos
sadness,katanya dokter gigi sih kalo makan [not] sebelah doang kiri saja atau kanan saja nanti bisa dislokasi atau apa begitu rahangnya tapi kan itu menunjukkan ke konsistenan nya diriku pak dok,neg
fear,[username] huhu iya ini mikir keras banget dan ku juga enggak dapat hasil yang sreg di bab tuh mana jum at tuh uprak studi islam dari pagi bisa bisa,neg
sadness,ini lho yang mengiris hatiku masih tega buang sampah plastik sembarangan masih malas mengurangi pemakaian plastik kresek plastik kemasan lain [url],neg
sadness,iya yang diskrinsut itu mbak boo para neto berhasil menemukan siapa orang tersebut hanya bermodalkan gambar lengan wkwk iya sih mbak hal kayak begitu enggak pantas dibuat becandaan,neg
fear,iya mbak netijen ig horor soalnya mainnya agak frontal enggak cocok dikit bully pokoknya enggak sepaham sama mereka itu dosa banget,neg
sadness,[username] via vallen mendapatkan pelecehan seksual via dm instagram oleh pemain sepakbola asing tapi di klub lokal dan netizen malah blame the victim again dan sedih itu cewek cewek juga yang menyalahkan,neg
happy,[username] bismillah happy bday kak wuatb gbu semoga selalu dilimpahi keberkahan rezeki kebahagiaan umur yang bermanfaat dan sukses dunia akhirat semoga cita2nya tercapai dan bisa membanggakan orang tua nusa negara dan agama amin btw kita se dom kak,pos
love,jatuh cinta [not] mengenal tipe kau [not] kan peduli fisik dan isi kepalanya yang kau tahu hanyalah jantungmu berdebar kencang bila berada di dekatnya,pos
sadness,cewek cewek lain kalo bikin instastory suaranya pada cakep banget alus begitu ye kan kalah manisnya gula mah lah gue mendengarkan suara sendiri saja kayak tikus kejepit [neg] annoying banget suara ku wkwkwk,neg
happy,dulu kekosongan bersosialisasi di dunia nyata gue ekspresikan berbeda di dunia maya kebetulan dikenalin mig33 sama adek langsung nyetem orangnya ramah2,pos
happy,enggak berasa puasa sudah hari sbtr lagi lebaran ada rasa sedih karena ramadhan akan meninggalkan kita tapi ada rasa happy karena sbtr lagi kita akan lebaran berkumpul bareng keluarga saling memaafkan kmbli fitrah semoga saya kita semua akan bertemu lagi ramadhan 1440h amin,pos
fear,main artificial neural network memang ngeri-ngeri sedap hari stressfull karena akurasi pengujian dibawah ubah berbagai parameter masih tetap jelek sempat ngira bakal fail karena datanya rusak ternyata hidden layer nya kurang banyak,neg
sadness,saat sakit gigi dan sakit hati datang berbarengan rasanya kayak mau bilang terima kasih loh tuhan aku dikasih kesempatan langka begini [pos],neg
happy,ya begini nih kalo ada siluman bukber fotonya kagak ada yang benar sudah di sono paling lama ditungguin sampai diliatin orang yang pada antre tetap saja anteng mengobrol ketawa mengakak ini nih pertemanan jastip terbhaiqq,pos
love,saat kecil mobil [not] bisa sampai rumah hanya di ujung gang saat pulang malam dari luar kota dan aku ketiduran ayah sering [not] membangunkanku tapi menggendongku sampai rumah bahkan sampai aku sd [neg],pos
sadness,libur mulai tanggal masuk tanggal dapat data tanggal itu pun kalo selesai semua laporan tanggal terus kapan aku ngerjainnya adek sedih bang adek enggak isa dibeginikan adek masih belajar kuat sama bang dylan [url],neg
fear,astaghfirullah sepanjang jalur manggarai jatinegara ternyata masih saja ada petjun2 berkeliaran di bulan puasa sing sabar say sing tahan subhanallah deh aku saja setop dulu capek di gembyor terus huft,neg
happy,[username] [username] terima kaaih pak kwik itu juga pemikiran saya secara pribadi trm kasih sudah di sampaikan pada forum dan begitu juga hal ya dengan yang di sampaikn oleh ibu sarumpait,pos
happy,potong pepaya leci blueberry bikin overnight oatmeal dan madu seketika saya merasa sehat padahal dimakan saja [not] semua hanya fatamorganaaaaaaa,pos
happy,happy pendadaran [username] kamu habis ini kerja yang di kantoran saja ya [not] yang turun ke lapangan panas panasan aku [not] ut kamu tambah item [url],pos
happy,kagak sih kan tiap kali ku ada tugas atau ujian yangbeb selalu ada soalny kalo enggak ada siapa yang bisa ditanya2 dia mah kayak wikipedia berjalan semua mua tau aku mah apa atuh,pos
happy,alhamdulillah persib menang hati happy tidur pun tenang mvp malam ini adalah [username] yang membolehkan menonton persib [not] nge chat setelah seharian susah komunikasian gara-gara kesi [not] adek bedur,pos
sadness,baru kali ini lihat kasur sama selimut enggak tergoda masih lebih tergoda baring di lantai sambil kipas2 mungkin majalaya memang beda benua sama bandung [neg],neg
sadness,iya kaaaann selama pesantren semua kegiatannya itu berkesan sampai sekarang esq sampai malam banget tapi entar pas muhasabah melek lagi terus jadi sedih kangen orang tua,neg
happy,alhamdullilah point tandang terima kasih [username] sehat terus [username] nuhun badag buat semua pendukung maung bandung resfect buat [username],pos
sadness,yang berat itu [not] rindu dilan tapi ngerjain skripsi dengan berbagai pengalaman psikologi yang kurang baik katanya ada yang bilang tema dan judul yang saya ambil sangat cocok dengan pengalaman pribadi saya bisa dikatakan iya juga bisa [not] sih,neg
happy,sukadeh sama teman yang ngetweet konten-konten yang berwawasan apalagi di dunia nyata bisa share ilmu jadi nyinyiran kritikan bisa lebih bermanfaat apalagi kalo menyambung mengomongnya enggak cuma bahas lamtur lipen saja,pos
sadness,h kamu saja yang kembali biar aku tetap disini dia memilihmu untuk apa kupaksa berbahagialah karena aku [not] akan mengganggu lagi berhappylah bersama orang yang katanya kau cinta selasa juni berjan gebang purworejo wib,neg
happy,begitu diumumkan lulus mereka semua sujud syukur dan langsung mengambil bunga saat dia menghampiri langsung memeluk menciumku air mata [not] kuasa kubendung mom this is my birthday present for lu [url],pos
sadness,[username] ayah dari dulu sampai sekarang bekerja pindah pindah kota saya merantau beberapa bulan lalu saya pulang ke makassar ayah juga kebetulan pulang tapi [not] sempat ketemu lalu di mnlpon mengajak makan bersama saya tolak dengan alasan pergi bersama tm,neg
sadness,mati lampu dirumah sudah kaya kuat2an enggak keluar kamar buat nyalain saklar wq sumuk tapi aseli demi liga lah familia yang enggak betah panas kudu turun nyalain saklar gelap2an,neg
fear,yaudah kalo memang [not] berani potong rambut pendek ya nanti saja kalo memang sudah yakin dan bisa nyaman selamat beristirahat [not] lupa berdoa tidur yang nyenyak mimpi yang indah good night cit,neg
sadness,lulusan sastra inggris macam apa yang mengomong bahasa inggrisnya curiga dengan kata curious yang benar kan suspicious [neg] sudah untung gue enggak mengomong delicious yaallah si si gue,neg
sadness,habis baca cerita yang menceritakan kehidupan berumah tangga dimana ada satu wanita yang selalu disakiti karena ketidakberdayaan seorang laki-laki sih laki dilema antara harus menuruti kemauan ibu atau kemauan hati nurani sendiri untuk memperjuangkan istrinya,neg
happy,sudah ah tetap ariel tatum idolaquh betapa banyak kata-kata [not] pantas dari para netijen lelaki tapi doi stay calmdown namanya public figure mah kudu setrong ya mbak ariel,pos
sadness,bangun tidur langsung disuruh pergi tapi disuruh mandi dulu dan harus sampai se [not] ashar ya bayangkan saja bangun saja jam [url],neg
sadness,ada banyak jenisnya ada yang rindu tapi sudah beda dunia ada yang rindu tapi sudah enggak di arepin lagi ada yang rindu tapi gengsi berucap ada yang rindu tapi jauh ada yang rindu tapi untuk apa untuk apa cinta [not] pembuktian untuk apa kita pertahankan bila sudah [not] lagi cintaa,neg
sadness,ini kayak gue kapan hari itu seharian mantengin asian food channel ngliatin makan sodap2 eh sendirinya makan indomie sama ngemil krupuk gegara malas keluar kos,neg
sadness,akhirnya sih laki-laki menawarkan poligami awalnya baik baik saja karena adil tapi lama-lama hati istri pertama selalu diperlakukan [not] adil terutama oleh ibu dari suaminya istri pertama meminta pisah tapi suami enggak mau memisahkan sih istri pertama selalu ditindas,neg
sadness,eh gimanasi rasanya dapat thr enak enggak semriwing2 begitu enggak sik ceritain dikit dong bagaimana rasanya selama hidup tahun [not] pernah dapat thr [neg],neg
sadness,besoknya mamak telpon kemarin bapakmu bandel kali sudah hujan lebat maksa diri buat ke kota katanya ada rapat penting yang enggak boleh tinggal sudah demam kayak begini baru tau rasa dia aaah ya allah,neg
fear,[username] [username] [username] [username] [username] ngeriiiih bang [not] ut di selepet dari belakang doi kan type2 ya laki pilipin,neg
sadness,setelah mual2 karena telat bukaaa puasaa akhirnya sampai rumah juga setelah ampir jam keliling2 sama abang grab keliling kampung karena dia enggak mau lewat tol,neg
sadness,kadang secapek itu juga buat menahan hati buat enggak blaming diri sendiri dan mengatai diri ini super bodoh dan mental tempe tahu risol berasa gorengan yang ampas ampas begitu tapi enggak boleh karena gimanapun juga diri ini sudah bekerja keras berusaha,neg
sadness,di langitmu mungkin aku hanya bersinar sebagai bintang memang terang tapi aku hanya satu diantara ribuan pilihan aku cukup paham jika bagimu hilangku [not] masalah besar untukmu,neg
sadness,kalo orang bertanya dekat enggak sih kamu sama abgmu boro boro dekat kelai mulu iya sangking enggak deketnya akur waktu awal kuliah disuruh serumah bareng pernah berantem yang main fisik,neg
sadness,ingin rasanya saya mengulang seperti jaman kuliah ada teman [username] yang mengajak di hari terakhir tapi kalau kini sudah berbeda jarak dan setiap izinnya,neg
happy,menikmati setiap denyut jantungku merasakan setiap hirup nafas ini perlahan sadar setiap mata ini membuka dan kembali menutup rasakan nikmati renungkan mulai menutup mata menghelai nafas panjang dan tersenyum merasa tubuh ini seakan melayang lepas bersama seluruh nikmat nya,pos
sadness,sumpahya melihat blekping jadi pengin punya rambut panjang lagi hikz [neg] tapi sampai kapanpun rambut panjang gue enggak bakalan kayak mereka heeeft [url],neg
sadness,gue punya teman yang dibela membela pinjem duwit ke kantor buat nyawer thr itu pinjem utang demi gengsi diantara keponakan paman tante dan saudara2nya,neg
happy,sekarang begitu lihat teman teman pada lulus malah menangis terharu senang saja lihat orang orang bisa lewatin fase tersulit hidup lengkap pakai rintangan dengan cara yang uniq banget maaf ya buat teman-teman yang dulu pas sidang ditangisin terus bilangnya gue sedih karena ditinggal klean,pos
sadness,sebenarnya badan ini kurang sehat dibawa makam susah keringet dingin dari pagi tapi dibawa sehat untuk di bawel apalagi ada acha karena janji sudah lama sudah ke toilet 5x ditahan kalo enggak ditahan bakal lebih hmmm,neg
sadness,sampai rumah masuk2 dijudesin bokap bilang begini kamu lama-lama kayak artis ya terus gue bingung lah ngapa perasaan tadi brgkt cuman bedakan plus gincu arab an karena memang ganiat mau kemana2 fyi gincu arab itu enggak menor samsek kayak natural begitu terus gue mengaca ajg kok gue menor banget,neg
sadness,terus gue ingat dong tadi mampir watsons namanya cewek ya gatel lihat-lihat mekap terus nyoba2 tester tapi yang dicoba bedak lipstik blush on ya jadilah gue menor kayak badut tapi pas tadi di watsonsnya kayak biasa saja pas sudah kena cahaya rumah malah jadi menor banget kayak mau mangkal,neg
happy,dulu nisanya masih cimit cimit enggak mengerti arti effort tapi sekarang klean semuah membuatkuh bangga apalagi yang baru baru pada lulus sekarang pengin banget disembur satu satu pakai jampe jampe buat selalu terjaga semangat berjuang ditengah badai2 kehidupan nantinya,pos
sadness,dia sendiri pekerjaan ob di sekolah yang dipunyai yayasan kecil2an maaan dia ini kalo dilihat golongan yang wajib dapat zakat saja masih tipis2 masuk apa enggak begitu,neg
sadness,sebenarnya badan ini kurang sehat dibawa makan susah keringet dingin dari pagi tapi dibawa sehat untuk di bawel apalagi ada acha karena janji sudah lama sudah ke toilet 5x ditahan kalo enggak ditahan bakal lebih hmmm,neg
sadness,pas aktip di ig merasa twitter ini tempat melarikan diri pas lebih sering mencuit merasa ig itu mall aku dangkal butuh hingar mau di pasar,neg
sadness,akhir akhir ini banyak orang pergi [not] mengucap salam pergi ditinggalkan dan meninggalkan itu hal wajar karena hidup ini [not] seperti simpul yang sekali terikat maka akan terikat selamanya keabadian [not] ada di dunia yang sekarang mungkin di dunia selanjutnya,neg
happy,[username] suka skinship cuma sama pacar peluk cium nangkring di paha duduk di pangkuan ya begitu deh wkwkw kalo sama teman cewek agak canggung nyahah,pos
happy,berita baik hari ini alhamdulillah kim buka instagram lagi karena dulu [not] sempat jadi soel pas dia punya akun amteun welcome back mr atau [username] also goodnite wangjanim [username],pos
sadness,soalnya dulu lupa tahun berapa aku pernah coba main ask fm enggak ada sebulan aku nyerah dan memutuskan untuk enggak terima kasih aku enggak bakal balik ke sosmed ini lagi thanks,neg
fear,oh begini rasanya dipepet dan dikejar orang tengah malam begini lumayan bikin senam jantung kejar kejaran ngebut banget mendadak aku pelan pas di bangjo dia menunggu dong sambil melihati ke belakang mulu akunya menunggu lampu ijo dia lurus aku mendadak sein kanan amaaaaan [pos],neg
sadness,saat eike bilang mah kok pusingku enggak hilang hilang ya jawaban mama singkat padat mengiris iris hati ya itu karena kamu kegendutan makanya pusing semua penyakit yang ada dalam diri ini selalu mama hubungin karena efek kelemon montok kepunjulen termasuk kecetit gatel,neg
sadness,terkadang perduli dan memberi motivasi yang berlebihan itu bikin sakit hati sekira nya enggak nerimain mah oke terserah kalau sudah kecewa bakalan bodo amat serius atur sendiri,neg
sadness,kangen mama [neg] buat teman-teman yang masih ditemeni mamanya ataupun kedua orang tua kalian sangat beruntung sayangi mereka selagi masih ada kesempatan [url],neg
sadness,merasa gagal jadi seorang kakak enggak mengerti bagaimana rasanya jadi orangtua masih bisa senyum masih bisa bercanda dan ketawa padahal hati nya perih,neg
sadness,keram betis akibat mandi jam umur lu sudah tua mel dikira masih gagah saja begitu abisnya kemana mana masih sama emak sih berasa masih sekolah saja begitu [neg],neg
sadness,dan konten ask fm cuma seru-seruan saja sama teman-teman enggak ada yang berbau seks sama sekali jawabin pertanyaan juga yang normal2 saja tapi kok banyak yang mention kayak begitu ya sedih akutu,neg
love,seluruh hidup saya saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya sesayang itu saya [not] mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui,pos
sadness,namun pada hari ketiga ternyata kami kalah dua buah soal rebutan yang seharusnya bisa kami jawab berhasil direbut tim lawan kami telat memencet bel kami kehilangan fokus dua puluh poin melayang ke tim lawan hal itu cukup menghukum kami untuk gagal melaju ke babak final,neg
happy,setelah pertandingan pak seno yang biasanya keras dan cuek memyambut kami dengan hangat kalian bertanding dengan hebat ini pertama kalinya tim provinsi kita berada di babak ini pak bangga dengan kalian,pos
love,seluruh hidup saya saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya saya [not] mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui hanya itu,pos
sadness,nyuruh ignore tapi dia sibuk mengurusi juga haha sesama perempuan kok saling manjatuhkan semoga mbaknya sehat selalu ya,neg
happy,apa cuma gua doang yang mengakak menonton [username] saat [username] tanya sama ali mochtar ngabalin hahaaa simpulkan sendiri wkwkk bang karni paling bisa,pos
sadness,pada saat itu aku mungkin berpikir bahwa kami semua sudah ikhlas namun sekarang aku sadar bahwa pada saat itu kami sama sekali [not] ikhlas,neg
happy,jadi sekarang bokap nyokap gue enggak mengasih thr begitu buat anak-anak dia sedia snack atau coklat kecil2 bungkusan begitu buat dibagi mirip2 halloween di amrik begitu lah,pos
happy,bahagia itu jika beli paketan segiga dan nyatanya sampai saat ini habis lebih dari limagiga dan masih lancar buat internetan mayanlah wkwk eh alhamdulillah,pos
sadness,aku menyadari bahwa kadang kita sulit ikhlas ketika kita benar benar yakin kita seharusnya yang mendapatkannya kita benar benar sudah berusaha maksimal dan merasa lebih baik dari orang lain yang berhasil mendapatkannya,neg
sadness,ya nasib tahun eh tahun sudah enggak lebaran di rumah plus lebaran ini sepertinya begitu padahal bayangannya tahun ini lebaran dirumah nyatanya lebaran dikantor lagi,neg
sadness,ya saya gagal menjadi seorang kakak yang seharusnya bisa membimbing adik saya disaat saya banyak memberikan pengalaman hidup kepada orang lain sebagai motivasi sampai mereka berhasil bangkit dan kuat saya [not] bisa menyalahkan siapapun saya menyalahkan diri saya sendiri,neg
love,seluruh hidup saya saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya kelak saya [not] mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui hanya itu,pos
sadness,kalian [not] sadar bahwa ada banyak sekali orang dalam bus sewaktu kita kemarin menuju ke istana kalian bahkan [not] mengajak mereka berkenalan berbeda dengan hari hari sebelumnya coba pikirkan mereka juga gugur namun mereka menikmati perjalanan kemarin,neg
happy,aslinya pontianak tinggal di semarang kak i sama a big fan of small towns and old shop senang banget karena banyak itu di bandung diary heehehe,pos
happy,akhir akhir ini lagi senang senengnya menonton foreign filmatau film film non hollywood dan ternyata memang film film asing enggak kalah bagus dari storyline cinematography visual effects dsbnya benar benar banyak yang anti mainstream,pos
love,terserahlah orang mau mengatai aku apa sampai saat ini dia masih jadi malaikat terbaik yang dikirimkan dalam hidupku dan akan tetap selalu jadi yang terbaik,pos
sadness,jadi kukira laporan2 yang ditulis oleh bahkan institusi internasional tuh akan padat berisi tapi ternyata enggak juga ya coy isinya juga bisa mengaco dan enggak logis datanya bisa benar tapi tafsirnya enggak,neg
happy,sudah thr an kan coba sekali-kali kalo lagi makin warung biasa not resto yang biasa tip ketemu pelayan nya tua n kelihatan kasihan kamu selipin 100rb kamu lihat reaksinya akan luarbiasa dan perasaanmu pun bahagia super sekali 100rb enggak akan bikij kita miskin tapi berarti banyak untuk mereka,pos
fear,jadi semacam motivasi begitu pengin mengawasi pemilu benar-benar dengan jadi pengawas tps mengawal suara [not] sampai ada kecurangan apalagi pilkada di tmarahang ini rawan banget secara ya calon tunggal begitu,neg
happy,dearest [username] terimakasih sudah selalu menyediakan tempat hampir tahun mute masih orang yang anin cari tiap kali butuh tempat sehat selalu murah rezeki ayo semangat garap ensenang your ahead luvvv,pos
happy,mimpi absurd semalem lagi nongkrong di depan toko apaan tauk sambil makan martabak benaran duduk nongkrong maksudnya tiba tiba disamperin dian sastro dia meminta martabak terus ikut nongkrong sambil mengobrol mungkin gue lupa doa sebelom tidur,pos
happy,tadi pas lagi gym eike keluar mau nimbang secara timbangan tanita nya di luar pas ada ibu-ibu eh nnya eike di bilang instruktur karena body eike cocok eh dia langsung dong member pengin body kayak gue kwkwkwkww senang dah jadi inspirasi orang-orang,pos
happy,beb selamat ulang tahun ya [username] ayu popo crew aku menunggu wib banget loh ini semoga cepat mup on dari atta btw sih clara masih ngeblock kita dong [url],pos
happy,[username] lah hahahaha namanya villa salse tapi dia hotel terus ada warungnya begitu menurut aku bagus sih kak nyaman begitu terus nanti naik ke atas ada biru park,pos
sadness,[username] benar final keputusan nya juni ini dan saya perlu extra hati-hati gunain aplikasi prjalanan hotel maklum dana trbatas menyesak kalo ada masalah,neg
love,yang mencintaimu sebisaku entah itu sebisa aku menjagamu dengan cara yang seperti apa atau sebisa aku menjagamu dengan cara yang bagaimana,pos
