,label,tweet,sentiment
1012,sadness,"Iya, saya sadar saya tidak dibutuhkan. Saya sadar kemana saya harus pergi. Tapi kenapa setiap saya pergi selalu dicari? Apakah saya hanya diperlukan pada saat dibutuhkan saja?",neg
1013,love,"Aku menunggu comeback kalian. Aku menunggu ot9, dan sampai saat ini, nanti atau mungkin entah sampai kapanpun, insya Allah stay sama kalian  #EXOPLANET #EXO #EXO_COMINGSOON #TheElyXiOn_dot #weareoneexo [URL]",pos
1014,sadness,"[USERNAME] Gaji 13 pns belum cair di kabupaten siak.... Padahal syamsuar sudah menang jadi gubernur.. Minus syam dari dulu selama menjabat siak, gaji telat atau tunjada telat",neg
1015,happy,"Angka 24 akan segera digantikan dengan angka baru, welcome 25th. Semoga angka-angka yang sudah berlalu dan yang akan berlalu menjadi cermin dan pelajaran yang baik untuk menyongsong masa depan yang lebih baik. Berharap kebahagiaan dan kedamaian menyertai angka baru ini",pos
1016,happy,[USERNAME] Iya. Mau. September. Udah ajuin ke atasan. Jadi Agustus aku gaperlu cuti pas pulang kerumah. Ketemu kamu yang kangennnn nya udah tingkat dewa. Sediain kamar. Jangan bosan tidur berdua.,pos
1017,sadness,"Ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih? Kenapa ngga damai2 aja, kek ngga ada kerjaan ngejatuh2in orang lain",neg
1018,happy,"Ketemu orang yang duduk sampingan di pesawat waktu balik mks di tempat check in.. Kalau dia beruntung duduk lagi sampingan, berarti diami... Yg duduk di kursi pesawat. Apakah?",pos
1019,happy,"Karena mereka juga bahagia,karena kebahagiaan terdapat ditengah' keluarga",pos
1020,happy,Agak telat ramai nya ya dok... Alhamdulillah sudah paham sejak lama banget jadi geli aja baru pada ramai sekarang hehehe... [URL],pos
1021,happy,"Selamat kepada kang Emil dan kang Uu atas amanah dari warga Jabar utk memimpin 5 tahun kedepan ... Tdk ada yang menang dan tdk ada yg kalah, yang ada adalah Warga menginginkan adanya",pos
1022,sadness,"Trus satu lagi bunda Anak asuhnya aku satu lagi hiperaktif., jadi suka ilang-ilang gt. Ya namanya anak maklum. Tp capek juga. Nggk sempet ngerjain kerjaan lainnya klo harus nungguin anak yg satu ini. Help me",neg
1023,sadness,"[USERNAME] [USERNAME] [USERNAME] Ada ya wartawan spt itu, kangen Adam Malik walau masih kecil saat beliau ada. Jurnalisme itu ilmu yg wajib dipahami dulu oleh pelaku industri press. Ada byk kaidah jurnalistik yg tdk longgar, ketat dan baku. Dilu",neg
1024,happy,Terima kasih kepada Undiknas Bali yang mempercayakan perjalanan company visit Singapore - Malaysia kepada Kusuma Holiday Tour,pos
1025,happy,"Terima kasih [USERNAME] Sudah memberi pelita pertelevisian dalam negeri, walau sekarang banyak channel kiam gencar berusaha menyuguhkan tayangan ""gelap"", tapi kalian gak ikut2an [URL]",pos
1026,happy,Positif thinking aja..susu kental manis ga ada susu nya..besok2 pasti ada koq susunya..sama ky 2019ganti presiden..skrg blom ada presidennya kan?,pos
1027,happy,"Temen SMA w nih , berhubung dia lg jomblo baru 2 hari mkanya gangguin orang. Barangkali ada yg mau knalan. Dia bilang kemren klo dia mau cari pasangan yg bisa ngeetiin tugasnya hehew [URL]",pos
1028,fear,"Apakah ini berarti takfiri? Ya Allah, cukuplah Engkau sebagai Rabb kami, Tempat bersandar dan meminta pertolongan. Kami berlepas diri dari orang-orang yang mempersekutukanMu dengan apapun. [URL]",neg
1029,happy,Thank you for your wishes guys.. Sebagian Alhamdulillah udh kesampaian..(TerimaKasih Ya Allah) . . . . #throwback #nadyaandriwedding,pos
1030,happy,Akhirnya 2017 lalu memutuskan daftar gabung volunteer [USERNAME] yang Maret lalu berkesempatan ikut Local Leaders Day dari [USERNAME] di mana seluruh volunteer dari seluruh Indonesia berkumpul. Saling berbagi semangat dan berbagi Ilmu. Seru banget! #tAK8ERbatas,pos
1031,sadness,"[USERNAME] aku merasa gagal menjadi teman, aku tadi cuman mau bohong tapi jawaban mu seperti itu, termakan sendiri aku, sedih wed, maaf yaa",neg
1032,sadness,"[USERNAME] kalo aku tipe orang yang nabung tiap mau beli sesuatu. Kalo lagi gak ada yang di beli, paling susah nyimpen uang. Banyak banget godaannya :( #DGITM",neg
1033,happy,Yeaaaaay i did it. Bangun pagi kulangsung running demi finishing 18k challange from #VirtualRunID #DukungBersama #AsianGames2018 #fitmom #runninggirl #runningmom #runningjourney,pos
1034,fear,Pakdok [USERNAME] ada komentar mengenai efek MSG ke otak? Seringkali denger celotehan kalo orang jadi sengklek gara-gara kakehan micin. [URL],neg
1035,happy,Happy anniversary 2nd.. Semoga Allah SWT senantiasa melindungi dan menjaga kita dalam menempuh setiap langkah kehidupan. Dan lekas diberi kepercayaan tuk,pos
1036,happy,"Setelah semaleman gabisa tidur, trs jam 3 minum obat lagi baru bisa tidur. Trs sekarang bangun tidur udah cenghar lagi aja. Alhamdulillah demamnya cuma sehari",pos
1037,happy,halo laskar matahari kami datang!. kami akan ikut meramaikan event team circus team k3 terakhir di kota solo!. see you nanti siang [USERNAME],pos
1038,happy,"Pekerjaan tdk boleh mengganggu hobi, hobi tdk blh merugikan pekerjaan..mari berolahraga tweeps [USERNAME] [USERNAME] [URL]",pos
1039,love,"Persahabatan kami selalu indah Jika salah saling mengingatkan , jika benar selalu di dukung, namun bila salah satu jatuh kami saling menertawakan",pos
1040,sadness,"Baca thread fangirl mahasiswa anti kupu2 tuh rasanya..... ah sudahlah, w udah bukan mahasiswa lagi :) .. gila emang, melawan diri sendiri itu buat gw susah bgt",neg
1041,happy,"Be thankful for everything that happens in my life so far, its all an experience. . Iya captionnya gak nyambung sama fotonya, cuma sekedar berekspresi aja kok haha. . . . #waterfalls",pos
1042,happy,Cita-cita Kecil: petani Lulus SD: dokter/apoteker Lulus SMP: perawat/psikiater/fashion desaigner Lulus SMA: ahli gizi/desainer interior/ahli desain grafis. Lulus kuliah: semua cita cita terkabul,pos
1043,happy,"Selepas Munas KAHMI kemarin kami PKMD [USERNAME] sempat menikmati Kopi Kok Tong, mantab rasanya Kanda. Sehat dan sukses terus kanda.. Barakallah [URL]",pos
1044,happy,"Sambil duduk di dekat jendela, dg pemandangan pasar yang ramai di depan dan suasana sejuk dg suhu 23c menambah kenikmatan pagi ini di kampung halaman. Alhamdulillah..... [URL]",pos
1045,happy,[USERNAME] Wkwkw keknya iya deh. Aku baru inget kalo sepupu-sepupuku nyambung atau seru ngobrolnya soalnya sama pasarannya. Kalo sm aku biasa aja hahaha. Oiyaaa WR Supratman.,pos
1046,fear,Semoga semua anak di thailand itu bisa selamat yahhh Ini kalo dibuat dokumenter asliii bikin merinding Baca thread2 orang aja merinding2 akuny,neg
1047,happy,"Briefing . Meeting dgn tim TBR persiapan Hijab Expo di Kota terCinta . Otw bandara, sosialisasi di concordia dan t/g lounge . Meeting dgn SR se Kotata' . Karebosi time . Padat sih, tp menyenangkan... Sesuai dgn materi briefing pagi ini ""Happy Work Happy Life"" #tsahhhh",pos
1048,happy,"Semoga secangkir Toraja bisa menjadi teman penyemangatmu, yuk beraktivitas!",pos
1049,sadness,"Satu hal yg terburuk dalam hidupku adalah, ketika aku tak langsung mengerjakan masalah yang seharusnya aku kerjakan , sering aku lakukan , padahal jam dinding sudah terus berpindah TUNDA TUNDA TUNDA TUNDA, SAMPAI KAU MENUA TUNDA LAPORAN",neg
1050,sadness,Pencitraan terbesar kampus itu ketika mau akreditasi. Semua ruangan dirapikan yang dulunya gak ada menjadi ada... yang dulunya ada malah dihilangkan.,neg
1051,sadness,HIBUR GUE PLIS HIBUR GUE JUSTIN ASTAGA GUE BERHARAP KEMAREN CUMA RUMOR GUE BAHKAN BERHARAP BUKAN HAILEY PEREMPUANNYA walaupun gue tau faktanya mereka udah tunangan,neg
1052,happy,"Betapa nikmatnya sate kambing itu karena pembakaran bara api dn bumbu ke cap no satu.. makan secukupnya untuk keringat penghangat badan...Berlebihan bikin darah tinggi,keringat dingin jantungan bisa modar kemudi an",pos
1053,sadness,"Baru ngerasain nih gue bener2 duit di dompet tinggal 4rb doang, di ATM tinggal dikit dan gabisa diambil krna saldo ga cukup. Ternyata gue bener2 miskin yawlaaaa",neg
1054,sadness,"Innalilahi wainnailaihi raji'un, semoga seluruh amal ibadah beliau diterimah dan diridloi Allah SWT. Semoga penjeblos ustadz ABB diberi hidayah oleh Allah SWT, atau mendapatkan seluruh ganjaran yg setimpal [URL]",neg
1055,sadness,"Aku sempet nonton beritanya wkt di thailand. Cuma karena ga ngerti bahasanya jadi aku diem aja nde  baru nyampe bali baru ngeh yang aku tonton berita tentang itu --""",neg
1056,sadness,masih ikut dengan mertua rasanya nano nano bgt... nyari rumah buat di kredit juga susah bgt... posisi lagi hamil anak pertama.. kadang bikin emosi naik turun... pengennya mandiri tapi mungkin belum saatnya..,neg
1057,happy,"Berasa baca novel, sejenis novel Dee Lestari, karena informasi sangat riil. Tapi ternyata ini kisah nyata sebuah kasus cacat hukum.",pos
1058,happy,"Kurang lebih 1 tahun kenal dengan mereka dan mengakrabkan diri. Aku beruntung,mereka baik, solehah dan tidak pelit aku suka kalian",pos
1059,happy,Sukses selalu tiada hnti karyamu membuat kemakmuran negeri n met tgs mulia pak menteri n tims barokah selalu,pos
1060,happy,"Baru tau kalo anak sd sekarang ga pake buku tulis kudu disampul coklat. Mereka menggunakan binder file. Keren lah, gue ga perlu repot sampul menyampul belasan buku",pos
1061,happy,20180710 #3 09.06 WIB Akhirnya geng sosialita kumpuulllll Breakfast syantiek dari TBS dan Kelapa Gading #Holiday #Breakfast #Syantik #PizzaHut #Juanda #Jakarta #Indonesia #Tuesday,pos
1062,sadness,Sedih lihat kondisi rahtawu sekarang kyk gini.... lebih suka kondisi rahtawu yang dulu sepi dan alami... . . #sekitarkudus #infosekitarkudus #kudus #riprahtawu [USERNAME] [URL],neg
1063,happy,Kita semua mengaturkan kesuwun yg se-tinggi2nya kpd pakjokowi n kabinet dgn kinerja yg super bnget utk kemakmuran rakyat,pos
1064,happy,"Alhamdulillah , sekarang kurma bukan hanya bisa di panen di tanah Arab Saudi tetapi juga bisa di panen di Pekanbaru ( Riau )",pos
1065,sadness,Krn tidak memenuhi kuota medan cancel ya sayang.. Mohon maav yg sebesar besarnya Tiket mehong klo cm 4 ekor gk cucok Hari ini nia refund DP buat medan ya 4 bagi yg udah DP mohon konfrmasi buat pengembalian dana Sekali lagi [USERNAME] mohon maav yg sebesar besarnya,neg
1066,sadness,"Ya Allah udah 2 hari ini lasut. Kemarin bangun jam 10 padahal kerja jam 9. Hari ini ingetnya kereta jam 11, taunya 8.45. Ya Allah ,, semoga aku ga lasut jg hari H",neg
1067,happy,"Baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga. Tanpa diminta nyebarin pun, pasti bakal disebar. Mulai dari sekarang, mari bersepeda! #bersepeda #bandungbersepeda #bandung #bandungnightride #indonesiabersepeda [URL]",pos
1068,sadness,"betah di jogja? tp udah kaya kotamu sekarang bep, macet:( . location: pantai parangtritis #parangtritis #beach #yogyakarta @ Yogyakarta [URL]",neg
1069,happy,"dulu liat video ini di tipi biasa aja. Skrang abis mantengin ni video di yutub, ku merasa ini video klip kocak banget. Lucu energik, gokil, bagus lah. Apa gara2 skrang tdk ada penyanyi solo wanita yg bikin video selucu pinkan? Btw, where is pinkan mambo? [URL]",pos
1070,fear,Semoga semakin paham dan semakin takut kepada ALLAAH SWT. Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL],neg
1071,sadness,"Agak cape jg debat dg orang2 yg melihat sgalanya dlm konteks hitam putih. Kenapa bisa berubah pandangan, mis dr kontra jd pro. Apakah hanya soal kepentingan instan. Bisa sj, tp smua keputusan pasti sdh mlewati pengalaman ttt. Ya hrs dipahami dlm konteks pengalaman itu #TGB",neg
1072,sadness,"Kegiatan tadi pagi bikin aku sama ibu kompak beristigfar ""dek elma bangun, solat subuh dulu"" Memang yah kalau sudah kebiasaan tiba2 hilang kerasa bgt kehilangan nya.",neg
1073,sadness,"[USERNAME] Kenapa baru sekarang, aku memilih diam lalu berlalu. Kesempatan sudah hilang, di tengah ribuan logika yg ku buang demi kesempatan untukmu",neg
1074,fear,Semoga kalian semakin paham dan semakin takut kepada ALLAAH SWT. Aku berlindung kepada ALLAAH SWT. dari godaan setan yang terkutuk. [URL],neg
1075,sadness,iya bener loh han.. cinta tuh gk harus nikah gitu. Bisa aja kebetulan dia atau km nikahnya malah sama org lain :(,neg
1076,sadness,"Yaampun aslii deh ga lagi ngopi malem2 -,- alhasil ga bisa tidur sampe jm 4 pagi trus jam /6 udah kebangun lagi dan ga bisa merem lagi sampe sekarang padahal mata berat tapi ga bisa diajak merem jugaaa",neg
1077,happy,"Ikan lele, gabus, selar, teri basah adalah sumber protein yang baik utk anak. Digoreng, masak kecap, bumbu mangut, dst.... enak! #cegahstunting #beriGIZIcukup #sayanganak",pos
1078,happy,"Buat berjuang, butuh sarapan yah, nah ini dia sarapan q, Indomie Goreng Telor Puyuh  Yummy bangets rasanya, Apa sarapan kamu biar kamu makin Bersemangat ngejalanin aktivitas",pos
1079,love,"bukan teman dekat, apalagi sahabat akrab, mereka ini sudah aku anggap saudara perempuanku, kalian yg pertama kali aku lihat saat membuka mata *alay ya ce wkwk* , tempat aku berbagi duka",pos
1080,happy,"Sungguh [USERNAME] adalah rahmat bagi seluruh umat. Jangan dikotori dengan tindakan fanatik berlebih. Tunjukan bahwa kita adalah pembawa kedamaian di muka bumi. Mie sedapmu adalah untukmu, dan Indomie ku adalah untukku. [URL]",pos
1081,happy,"Alhamdulillah ya, anak sultan ini sidang. Terharu saya :"") (@ Fakultas Hukum in Depok, Jawa Barat w/ [USERNAME]) ",pos
1082,sadness,Orang pesimis mengeluhkan tentang angin,neg
1083,happy,"Kl mudik blk ke sby logistik bahan pangan lengkap, apalagi hbs panen bakal ga beli beras smp bbrp bulan. Alhamdulillah nikmatnya pulang kampung",pos
1084,sadness,"Langsung mewek baca thread ini, keren maksimal usaha semua orang dalam misi penyelamatan, sampai harus ada yang gugur. [URL]",neg
1085,sadness,"Aa, maapin neng suka ngomong kasar ma aa",neg
1086,happy,"Alhamdulillah akhirnya bisa kumpul, tapi sayang belum semua semoga ad wkt yg bisa mempertemukan kita semua, Aamiin Indramayu Punya",pos
1087,happy,"udah 2 tahun lebih ini lip palette wardah, awet banget. bahkan kehidupan percintaanku aja ngga pernah ada yg seawet ini",pos
1088,happy,"Materi Mr Roger Tol (Belanda) terkait dunia pernaskahan di Indonesia. Wow... Keren banget ya, negara kita ternyata punya 700 bahasa.. Ckckckck. #seminarpanji #sastra [USERNAME] [URL]",pos
1089,happy,"Collab [USERNAME] x [USERNAME] ini selalu bikin kagum, mengambil sampah lautan untuk direcycle itu benar2 satu langkah kecil namun besar dalam menyelamatkan kehidupan laut. Apalagi recucle itu diterapkan di pakaian ataupun sepatu.",pos
1090,sadness,"Wah pagi ini sangat faedah. Udah gaboleh sering ngeluh sendiri kalau ada perihal apapun mengenai perjalanan kereta:""3 sebegitunya mereka kerja keras, sedih akutuh",neg
1091,sadness,"Aku tidak meminta kau hadir dlm hdpku, tapi tuhan mempertemukan aku dan kamu. Aku tdk berharap lebih darimu, kau memberi harapan dlm hdpku hingga aku bs menerimamu. Tapi saat ini kau meninggalkan aku seorang diri tanpamu.",neg
1092,happy,Senyum itu bisa menyenangkan hati lho... Makanya kudu senyum meski lokasi potonya ngampung di hotel Dafam Lotus Jember..,pos
1093,love,1thn aku memang jauh dari mereka Tapi aku tahu bahwa Doa mereka slalu bersamakuu Cinta mereka yang membuatku bertahan di tanah yang jauh dan asing..,pos
1094,sadness,"Ada aja ya Yutuber, kesannya review barang, tp kl dia ndak suka sama barang itu ya jadinya jelekin wkwk Tp selalu bilang ""tidak jelekin, pendapat pribadi aja"" Sambil terus ngulang ""silahkan kalo mau beli, saya sih enggak, mending dibelikan (apalah yg kesannya lbh berfaedah)""",neg
1095,happy,"Gara gara lihat papa, om dan sepupunya tiap akhir pekan nobar bola, Nayla jadi suka bola juga, sedikiiiit tambah semangat pas nonton lagunya [USERNAME] ( [URL] pakai [USERNAME] #JADIBISA #RameinBola bareng mereka [URL]",pos
1096,happy,"[USERNAME] Pagi juga mas nyaa, duhh jadi gaenak dapet ucapan met pagi dari netijen twitter. Wkwk btw dari kejauhan brp km nih? Alias darimana kota tempat tinggalmu? Wkwk",pos
1097,happy,"serial komedi taun 2013, cuma 1 season. ceritanya mba2 yg masih muda nikah sama duda 3 anak, kadang malah dua mantan istrinya juga ngumpul di rumah. receh bgt asli",pos
1098,sadness,Akhirnya baru ngerasain disaat banyak orang yang sedang jalan di instagram story dan disini gue hanya diam merenungi semester pendek aja wkwk,neg
1099,love,"Ketika kamu beranjak remaja. Kamh mulai menuntut pada papa untuk dapat izin keluar malan, dan papa bersikap tegas dan mengatakan, ""tidak boleh!"" Tahukah kamu bahwa papa melakukan itu untuk menjagamu? Karena bagi papa, kamu adalah sesuatu yang sangat-sangat luar biasa berharga.",pos
1100,sadness,"Sadarkah kamu kalau hati papa merasa cemburu? Saat kamu mulai lebih dipercaya, dan papa melonggarkan sedikit peraturan untuk keluar rumah, kamu akan memaksa untum melanggar jam malamnya.",neg
1101,love,"Setelah lulus SMA papa akan sedikit memaksamh untuk menjadi dokter atau insinyur. Ketahuilah, bahwa seluruh paksaan yang dilakukan papa itu semata mata hanya karena memikirkan masa depanmu nanti. Tapi toh papa akan tersenyum dan mendukung saat pilihanmu tdk sesuai dgn papa.",pos
1102,love,"Ya allah tugasku telah selesai dengan baik, putri kecilku yang lucu dan kucintai telah menjadi wanita cantik.. bahagiakanlah ia bersama suaminya...",pos
1103,happy,"Menyumbangkan Suara Untuk Lagu hellomellopoppunk , klo mas anang sih yes  #hellomellopoppunk #hellomello #poppunk #subang #recording @ Masterplan Recording Chamber [URL]",pos
1104,happy,"Udah mandi mas, sampe berendem malah biar wangi ga ilang sampe sore :D",pos
1105,love,"Bulan purnama jika ada pasangan yang saling membenci dan atau saling mencintai pada saat bulan purnama bersinar dan mereka di bawahnya, maka mereka akan menjadi pasangan sejati yang akan menjadi pasangan paling tersohor sealam jagad raya",pos
1106,happy,Bukber 2015 6 bhe ex Soko.. kapan gini lagi? See you on top guys.. . . . . . . . . . . #bukber #reuni #sokonandi @ SD Muhammadiyah Sokonandi [URL],pos
1107,happy,Ini adalah hal yang paling membahagiakan saat biasku foto bersama ELF #ReturnOfTheLittlePrince #HappyHeeChulDay,pos
1108,happy,"Commuting pagi dari Bintara ke Pejambon ada 3 KRL, yaitu 06.34, 06.45, atau 07.09. Selama lancar, naik KRL di antara opsi tsb ga pernah telat. Tadi gw subuh ke Jatinegara jemput istri. Pulang eh ketiduran baru bangun jam 06.30. Masi ngejar KRL 07.09 dan sampe kantor jam 07.54.",pos
1109,sadness,"Aku yg pernah berbela sungkawa hebat pada kata pergi, mengenyam sepi begitu dalam saat semua hal yg pernah aku miliki pergi tidak meninggalkan kesan.",neg
1110,love,"Wahai ibu....... bukankah aku cinta pertamamu Akulah yg pertama mengubah fisikmu, akulah yg pertama membuatmu merasakan sakitnya melahirkan, aku lah yg pertama yg memberimu gelar",pos
1111,sadness,"Lalu kehadiranmu membuatku persiapkan banyak hal untuk kemungkinan terburuk, taat disetiap hari dengan hati yg siap kapanpun ditinggal pergi. Karna aku pernah berkata pada Tuhan, bahwa aku sungguh membenci sebuah kata pergi.",neg
1112,happy,"Finally... Karena tujuan sudah tercapai, berani buka twitt lagi, tak takut spoiler lagi ohhooo",pos
1113,sadness,Pantas saja ibu dan bapak saya berat hati ketika saya minta kuliah di luar provinsi. makin lama malah rentan penyakit,neg
1114,happy,"Jangan lupa bermain dan jangan terlalu sibuk untuk berfikir, hasil akhir adalah tentang Eksekusi dari sebuah pikiran mau kemana mau gimana dan mau jadi apa? . Selamat hari Selasa, semoga [URL]",pos
1115,happy,"Takdir tahun ini berulang tahun dengan keindahan alam yg menyejukkan serta tempat2 bersejarah, sesuai keinginan. hehe. Terima kasih tim ICI Adventure Pekanbaru atas kegiatannya. Bahagia",pos
1116,sadness,"Kalo di Indonesia, Selena Gomez udah dinyinyirin jadi orang tabah banget jagain jodohnya orang karena putus nyambung sama Justin Bieber eh Justin jadinya sama yang lain.",neg
1117,happy,"rencana mau roadtrip sama ibu uci dan ketemu kailani johnson tapi akhirnya gajadi berdua, sepupunya malah nimbrung juga. di film ini dikasih pemandangan indah dari rote-jakarta sampe banyuwangi. yg main jadi sam lucu banget mirip sherina waktu kecil. [URL]",pos
1118,happy,"Kepikiran bikin warung sate ayam yang edgy. Jadi alih-alih ngejawab 'oke' ketika customer pesen 'bang, satenya satu porsi ya', kita lanjutin nanya Tingkat kematangan? Rare, medium, well done? Saos? Orginial, bbq, mushroom, cheese, lada hitam? Pake nasi, atau mashed lontong?",pos
1119,happy,"Pjlnn kereta api Jkt Jogja dst jg byk yg lbh indah, spt mlht lukisan.. Sungai yg besar dn bersih, gunung2 dn sawah.. Alam Asia Tenggara mmg memiliki culture yg mirip.. [URL]",pos
1120,sadness,"Kaget dapet berita tetangga satu RT di Solo, masih 19 tahun meninggal dunia karena typus dan ambeyen. Diambilnya nyawa bener-bener ndak melihat umur. Innalillahi wa innailaihi ro'jiun, sending Al-Fatihah.",neg
1121,happy,cuma film ini yg bikin wa bolak balik bioskop 3x :))))) liat hugh jackman nyanyi dan nari dong. abis nonton film ini feels good aja rasanya. [URL],pos
1122,sadness,Ini dia si pembuat sembab berpasang-pasang mata setelah melihat pertunjukkan boneka,neg
1123,happy,"Masak pagi ini sambil denger lagunya [USERNAME] yang berkolaborasi sama [USERNAME] Lagunya asik banget, masak juga #JADIBISA nambah asyik. Btw lagu ini buat #RameinBola piala dunia, loh. Coba deh dengerin juga lagunya di [URL]",pos
1124,sadness,"Kaya orang jaman sekarang ya dok, yg keliatannya tegar nothing happens gt yg paling butuh di taking care first karna sejatinya broken inside",neg
1125,happy,"[USERNAME] Seperti kata pepatah. Tak kenal maka tak sayang, berarti kalau sudah kenal apa boleh disayang? Lho wkwk. Btw kalau aku jelasin memang mas nya tau? Wwk jadi kpn berkunjung ke planet ku bekasi? Hahaha",pos
1126,sadness,"Gw sh sbnrnya susah banget nih lepas dr sedotan, krn pake sedotan lebih melindungi lipstick ye kan, lebih rapi juga minumnya. Tapi, gue rasa environment preservation dengan mengurangi plastik lebih penting drpd itu.",neg
1127,happy,"Cukup sehari. Kalau kelamaan kemudian betah, nanti malah repot. Terima kasih, Cakleg [USERNAME], rumahnya selalu jadi tempat singgah yang menyenangkan.",pos
1128,happy,Dalane alus ..lancar trimaksih bpk [USERNAME] semoga sehat selalu utk membangun bangsa #touringertigamania #ermanjatim #halalbihalal2018,pos
1129,happy,"Akhirnya punya full,, duhh ini terakhir download deh, karena ini dr vlive jd kudu didownload sblm dblock huhu makasih banget yg ud mau berbagi",pos
1130,sadness,"Kata salah satu temen, dan merasa ada benarnya juga. Zaman sekarang baik dan dekat itu kalo ada butuh, kecuali kenal lama. Kadang yg kenalnya udah lama gt juga sih, hahaha",neg
1131,happy,"ketika sentuhan pertama langsung berbuah jadi gol, kurang beruntung apa coba . udah sejajar lah ya sama Andy Cole, Shearer, Berbatov [USERNAME]",pos
1132,fear,Rasulullah.SAW Dan para Sahabat kenapa ga Kaya? Padahal Allah.SWT bisa memberikan harta yg byk utk mereka.karena pas saat mereka berkuasa.. Karena harta itu sebuah Cobaan bukan sesuatu kebaikan Allahualam,neg
1133,sadness,"Insya Allah akan kembali ke relnya smua, kmrn krn eforia demokrasi seolah2 dunia ingin digenggam, sdh lelahh, sdh lwt/usai jg masa nya.. Kembali sbg bangsa Indonesia yg menyatu dn mdukung NKRI [URL]",neg
1134,love,Sehebat-hebatnya pertengkaran adalah pertengkaran yg akhirnya baikan lagi.sama-sama sayang dan saling gamau kehilangan. #sahabat [URL],pos
1135,happy,"film yang bikin tante-tante dan mbak2 macem gua gini blushing di bioskop. iqbaal jadi dilan tepat bgt sih, walopun milea-nya b ajah [URL]",pos
1136,happy,Sekali lagi Salut dan Selamat [USERNAME] Terima kasih atas energi luar biasa teman teman,pos
1137,happy,# CONGRATULATIONS # Mengucapkan selamat untuk ibu Dini Mildawati yang meraih New Silver Leader semoga semakin lancar & sukses bersama Paytren,pos
1138,happy,Masalah apapun yg Anda hadapi ga akan membuat Anda walaupun LEMAH/KALAH. Yang jelas masalah membuat pengalaman BERTAMBAH #JanganLupaBersyukur #AlwaysSayAlhamdulillah #Akurapopo,pos
1139,happy,Alhamdulillah happy Mkin aktif nak #8monthdedek #nazhiaputriadhitya #sehatTerusSayang #cintaUdek,pos
1140,happy,"Belum pernah foto berdua.. cm ada foto ini.. . . Happy blessed day Pak Guru Bonar Sihombing..!! . . Panjang umur, sehat selalu dan senantiasa diberkati",pos
1141,fear,"Termenung seekor rusa karna sejuta keraguan menghampirinya, ada rasa bimbang dan gundah dalam diri yang di iringi rasa takut akan kecewa, satu sisi ia merasa ingin kembali padanya dengan segumpal kepercayaan satu sisi lagi ia takut untuk kembali dan hanya merasa kecewa ya tuhan.",neg
1142,sadness,"dulu aku begitu menginginkanmu menjadi nadi pada pergelangan tanganku, waktu berjalan, berlalu bersama iringan sunyi kini kau hanyalah sebuah jantung, yang bahkan degupnya tak ingin ku dengar.",neg
1143,love,Karena setiap perjalanan selalu punya cerita. Maka kali ini adalah cerita tentang aku yang tak pernah bisa move on dari rasa kagum akan indahnya alam ini..,pos
1144,sadness,"Menyeduh kopi dengan air mata yg cukup panas, menghasilkan kepulan masa lalu dari manisnya kenangan, pahitnya ditinggalkan",neg
1145,love,"[USERNAME] baik sayang, aku pulang. kini aku mengerti, kau lebih butuh hadirku di sampingmu. aku akan memutar otak bagaimana hidup berkecukupan tanpa harus berjauhan.",pos
1146,sadness,"Hari ke enam dikota ketiga, dan sudah mulah terasa lelahnya kaki dan kangennya ngeliat mamah :/ hmm sampe lupa abon yg dibekelin kaga ke makan :D",neg
1147,sadness,"Hari ke enam dikota ketiga, dan sudah mulai terasa lelahnya kaki dan kangennya ngeliat mamah :/ hmm sampe lupa abon yg dibekelin kaga ke makan :D",neg
1148,happy,"Berharap suatu saat nanti difilmkan seperti ""The 33"". Judulnya ""The 13"" mungkin. The coach, kids, dan semua orang yg terlibat aksi penyelamatan. Bener2 Faith In Humanity Restored. Terharu. #ThaiCaveRescue [URL]",pos
1149,happy,HBD [USERNAME] all the best,pos
1150,sadness,[USERNAME] @ bapak presiden yang terhormat.mohon bantuan jalan kami di kota pasuruandan kabupaten pasuruan rusak parah. Mohon bantuan bapak presiden untuk meninjau jalan kota pasuruan dan kabupaten pasuruan jawa timur. Rakyat tersiksa dengan jalan yang rusak,neg
1151,happy,"Semoga lancar, selamat Pesantrenku Menuju Usia 1 Abad. Usia dimana dilahirkanya Para Pembaharu-pembaharu dibidangnya. Dan Semoga Pesantrenku menjadi salah satunya",pos
1152,sadness,Yang paling ngenes ketika sampai parkir stasiun lalu KRL arah yang saya tuju datang tapi karena jarak parkir stasiun Ke KRL perlu waktu 3 menit alhasil ketinggalan kereta,neg
1153,happy,Seneng banget dengernya congrats er sidang bakalan ada yg nungguin wisuda ada yg digandeng yuhoee,pos
1154,sadness,"Baru tau dan baru baca berita tentang penyalamatan anak-anak di goa di Thailand, mendadak berkaca-kaca karena tau medannya sesulit itu Semoga semua anak, pelatih, beserta orang-orang yang membantu penyelamatan ini selalu dilindungi YME.",neg
1155,happy,"Selamat ulang tahun himasifo, aku mendoakan yg terbaik untuk mu dalam segala hal semoga bisa memberi manfaat bagi jurusan, almamater dan bangsa. Terimakasih mas hilman yg dulu mengajak ku untuk ikut dan menjadi bagian dari team mu.",pos
